Datetime,Run Name,Finished,Table,Platform,Model,Target,Data,Mode,Pretrained Model,Embedding Dimension,Word Dimension,Dropout,BoW Classifier,BoW LR C,BoW RF Estimators,CNN Output Channels,CNN Weight Decay,LSTM Layers,LSTM Hidden Dimension,LSTM Bidirectional,LSTM Wt Dropout,LSTM Embed Dropout,Max Tokens,CUDA Blocking,Epochs,Learning Rate,Patience,Class Imbalance Fix,Accuracy,Balanced Accuracy,AUC,F1,Recall,Precision,Specificity,PPV,NPV,TP,TN,FP,FN,LaTeX String,Table Extra
,LSTM_20221030-0304,20221030-0332,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.2,,,,,0.0,1.0,512.0,True,0.0,0.01,,False,100.0,0.0001,5.0,undersampling,0.8017492890357971,0.7939457893371582,0.8760534524917603,0.829606831073761,0.8536295294761658,0.8068991303443909,0.7342621088027954,0.8068991376077991,0.7940848214285714,2152.0,1423.0,515.0,369.0,LSTM & 0.802 & 0.794 & 0.876 & 0.83 & 0.807 & 0.854 \\,
,LSTM_20221030-0332,20221030-0425,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.2,,,,,0.0,1.0,512.0,True,0.0,0.01,,False,100.0,5e-05,5.0,undersampling,0.7907602787017822,0.7865543365478516,0.8729825019836426,0.8156490325927734,0.8187227249145508,0.8125984072685242,0.7543859481811523,0.8125984251968504,0.7618551328817093,2064.0,1462.0,476.0,457.0,LSTM & 0.791 & 0.787 & 0.873 & 0.816 & 0.813 & 0.819 \\,
,LSTM_20221030-0425,20221030-0436,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.2,,,,,0.0,1.0,512.0,True,0.0,0.01,,False,100.0,1e-05,5.0,undersampling,0.565373420715332,0.5,0.6353265047073364,0.7223495841026306,1.0,0.565373420715332,0.0,0.565373402108096,0.0,2521.0,0.0,1938.0,0.0,LSTM & 0.565 & 0.5 & 0.635 & 0.722 & 0.565 & 1.0 \\,
,LSTM_20221030-0437,20221030-0510,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.01,0.1,,False,100.0,0.0001,5.0,undersampling,0.7878448367118835,0.7819474339485168,0.866638720035553,0.8150898814201355,0.8270527720451355,0.8034682273864746,0.7368420958518982,0.8034682080924855,0.7660944206008584,2085.0,1428.0,510.0,436.0,LSTM & 0.788 & 0.782 & 0.867 & 0.815 & 0.803 & 0.827 \\,
,LSTM_20221030-0511,20221030-0613,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.01,0.1,,False,100.0,5e-05,5.0,undersampling,0.8055617809295654,0.8004796504974365,0.8794827461242676,0.82996666431427,0.8393494486808777,0.8207913041114807,0.7616099119186401,0.8207913110938713,0.784688995215311,2116.0,1476.0,462.0,405.0,LSTM & 0.806 & 0.8 & 0.879 & 0.83 & 0.821 & 0.839 \\,
,LSTM_20221030-0613,20221030-0624,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.01,0.1,,False,100.0,1e-05,5.0,undersampling,0.565373420715332,0.5,0.5850640535354614,0.7223495841026306,1.0,0.565373420715332,0.0,0.565373402108096,0.0,2521.0,0.0,1938.0,0.0,LSTM & 0.565 & 0.5 & 0.585 & 0.722 & 0.565 & 1.0 \\,
,LSTM_20221030-0624,20221030-0708,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.001,0.1,,False,100.0,0.0001,5.0,undersampling,0.8004036545753479,0.7960373163223267,0.8768675327301025,0.824526846408844,0.8294327855110168,0.819678544998169,0.7626419067382812,0.8196785574284594,0.7746331236897275,2091.0,1478.0,460.0,430.0,LSTM & 0.8 & 0.796 & 0.877 & 0.825 & 0.82 & 0.829 \\,
,LSTM_20221030-0708,20221030-0744,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.001,0.1,,False,100.0,5e-05,5.0,undersampling,0.7847051024436951,0.7800060510635376,0.8627614378929138,0.8108002543449402,0.8159460425376892,0.8057187795639038,0.744066059589386,0.8057187622405013,0.7565582371458552,2057.0,1442.0,496.0,464.0,LSTM & 0.785 & 0.78 & 0.863 & 0.811 & 0.806 & 0.816 \\,
,LSTM_20221030-0744,20221030-0755,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.001,0.1,,False,100.0,1e-05,5.0,undersampling,0.565373420715332,0.5,0.5886847972869873,0.7223495841026306,1.0,0.565373420715332,0.0,0.565373402108096,0.0,2521.0,0.0,1938.0,0.0,LSTM & 0.565 & 0.5 & 0.589 & 0.722 & 0.565 & 1.0 \\,
,LSTM_20221030-0755,20221030-0826,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.0001,0.1,,False,100.0,0.0001,5.0,undersampling,0.7961426377296448,0.7873765230178833,0.8735232949256897,0.8257619142532349,0.8544228672981262,0.7989614009857178,0.7203302383422852,0.7989614243323442,0.7918321043675554,2154.0,1396.0,542.0,367.0,LSTM & 0.796 & 0.787 & 0.874 & 0.826 & 0.799 & 0.854 \\,
,LSTM_20221030-0826,20221030-0857,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.0001,0.1,,False,100.0,5e-05,5.0,undersampling,0.7864992022514343,0.7736574411392212,0.8578441143035889,0.8219894766807556,0.8718762397766113,0.7775026559829712,0.6754385828971863,0.7775026529890343,0.8020833333333334,2198.0,1309.0,629.0,323.0,LSTM & 0.786 & 0.774 & 0.858 & 0.822 & 0.778 & 0.872 \\,
,LSTM_20221030-0857,20221030-0908,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.0001,0.1,,False,100.0,1e-05,5.0,undersampling,0.565373420715332,0.5,0.5829787254333496,0.7223495841026306,1.0,0.565373420715332,0.0,0.565373402108096,0.0,2521.0,0.0,1938.0,0.0,LSTM & 0.565 & 0.5 & 0.583 & 0.722 & 0.565 & 1.0 \\,
,LSTM_20221030-0908,20221030-0944,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.0,0.1,,False,100.0,0.0001,5.0,undersampling,0.7968154549598694,0.7951909303665161,0.8742544054985046,0.8179992437362671,0.8076160550117493,0.8286527991294861,0.7827657461166382,0.8286528286528286,0.7577422577422578,2036.0,1517.0,421.0,485.0,LSTM & 0.797 & 0.795 & 0.874 & 0.818 & 0.829 & 0.808 \\,
,LSTM_20221030-0944,20221030-1051,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.0,0.1,,False,100.0,5e-05,5.0,undersampling,0.7923301458358765,0.7887779474258423,0.8752371072769165,0.8162698149681091,0.8159460425376892,0.8165938854217529,0.7616099119186401,0.8165938864628821,0.7608247422680412,2057.0,1476.0,462.0,464.0,LSTM & 0.792 & 0.789 & 0.875 & 0.816 & 0.817 & 0.816 \\,
,LSTM_20221030-1051,20221030-1101,lstm_tuning,SCAR_NLP,LSTM,surv_mo_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,0.5,,,,,0.0,1.0,512.0,True,0.0,0.1,,False,100.0,1e-05,5.0,undersampling,0.565373420715332,0.5,0.581122636795044,0.7223495841026306,1.0,0.565373420715332,0.0,0.565373402108096,0.0,2521.0,0.0,1938.0,0.0,LSTM & 0.565 & 0.5 & 0.581 & 0.722 & 0.565 & 1.0 \\,
